ticker,date_t,date_t1,real_negative,real_neutral,real_positive,generated_negative,generated_neutral,generated_positive,real_label,generated_label,sentiment_match,real_net_sentiment,generated_net_sentiment,kl_divergence
AMD,2023-09-14,2023-09-15,0.9377045655409099,0.05154123498073563,0.010754199478354457,0.013268842275364422,0.8858591856425495,0.10087197208208609,negative,neutral,False,-0.9269503660625554,0.08760312980672166,3.8220951481618295
NVDA,2023-09-14,2023-09-15,0.5322544911813972,0.4108772240017087,0.05686828481689409,0.22756461968693598,0.03860247908981501,0.733832901223249,negative,positive,False,-0.4753862063645031,0.506268281536313,1.2785224467520058
AMD,2023-09-15,2023-09-16,0.00989134960028708,0.790212211055998,0.19989643934371493,0.09376231906880503,0.8250389922392819,0.0811986886919131,neutral,neutral,True,0.19000508974342784,-0.012563630376891927,0.12375895432936485
NVDA,2023-09-15,2023-09-16,0.011150487272841876,0.4356904757550829,0.5531590369720752,0.009712845521249422,0.1880084807280517,0.8022786737506988,positive,positive,True,0.5420085496992334,0.7925658282294494,0.16204270546463237
AMD,2023-09-18,2023-09-19,0.02439969160185011,0.715326470696844,0.26027383770130597,0.00783038831894476,0.26775704018910707,0.7244125714919482,neutral,positive,False,0.23587414609945587,0.7165821831730034,0.464230424951561
NVDA,2023-09-18,2023-09-19,0.11223878954773592,0.13663590833682232,0.7511253021154418,0.84212669573404,0.12596337919559483,0.03190992507036524,positive,negative,False,0.6388865125677059,-0.8102167706636747,2.1574633509428343
AMD,2023-09-19,2023-09-20,0.4070681843867696,0.5583637051921035,0.03456811042112688,0.019426107985559344,0.9281026401550364,0.052471251859404204,neutral,neutral,True,-0.3725000739656427,0.03304514387384486,0.9403003026088864
NVDA,2023-09-19,2023-09-20,0.011637436127703234,0.04580662366782385,0.9425559402044729,0.049682025236502475,0.022080410436394887,0.9282375643271026,positive,positive,True,0.9309185040767697,0.8785555390906001,0.030964312726777417
AMD,2023-09-20,2023-09-21,0.9485317459809298,0.038901399784813266,0.012566854234256918,0.01177062278283644,0.12528280890494062,0.8629465683122229,negative,positive,False,-0.9359648917466729,0.8511759455293865,4.064752637174917
NVDA,2023-09-20,2023-09-21,0.9603434711662729,0.023415541058261498,0.016240987775465586,0.1489981457292481,0.534045890988287,0.31695596328246484,negative,neutral,False,-0.9441024833908074,0.16795781755321673,1.667984928898257
AMD,2023-09-21,2023-09-22,0.023335310177297168,0.9402480318075574,0.03641665801514543,0.016468321084832618,0.9046988464142397,0.07883283250092772,neutral,neutral,True,0.013081347837848263,0.0623645114160951,0.016246977082381688
NVDA,2023-09-21,2023-09-22,0.3855467804940474,0.5616528653113326,0.05280035419462,0.03135319100846635,0.8958679571132058,0.0727788518783279,neutral,neutral,True,-0.3327464262994274,0.041425660869861554,0.6882856223099473
AMD,2023-09-22,2023-09-23,0.014606605787244079,0.8167576475255498,0.1686357466872061,0.23952541531546667,0.14020011901259066,0.6202744656719427,neutral,positive,False,0.15402914089996203,0.380749050356476,1.1788566685850779
NVDA,2023-09-22,2023-09-23,0.014721004359961232,0.8908396436619596,0.09443935197807925,0.013679892028568567,0.7944244264725511,0.19189568149888042,neutral,neutral,True,0.07971834761811801,0.17821578947031186,0.03616545454284472
AMD,2023-09-25,2023-09-26,0.14926614912551198,0.42400337982167663,0.4267304710528114,0.025071788859424616,0.1024658095367157,0.8724624016038597,positive,positive,True,0.2774643219272994,0.8473906127444351,0.5632802308307288
NVDA,2023-09-25,2023-09-26,0.9357609801130051,0.0481863136301915,0.016052706256803346,0.7418614867750108,0.24325286644869515,0.014885646776293998,negative,negative,True,-0.9197082738562018,-0.7269758399987168,0.14047812962142397
AMD,2023-09-26,2023-09-27,0.010609004975157507,0.9055396400038916,0.08385135502095087,0.01617276509395779,0.8301095505635924,0.15371768434244984,neutral,neutral,True,0.07324235004579337,0.13754491924849205,0.023464846623933628
NVDA,2023-09-26,2023-09-27,0.007980533122581238,0.1816602091862308,0.810359257691188,0.09292241965577908,0.05974700696672129,0.8473305733774996,positive,positive,True,0.8023787245686067,0.7544081537217205,0.14626654513400647
AMD,2023-09-27,2023-09-28,0.7312946234555334,0.23339895220483167,0.03530642433963489,0.4012813150500859,0.5674369762111612,0.03128170873875294,negative,neutral,False,-0.6959881991158985,-0.369999606311333,0.235815295751527
NVDA,2023-09-27,2023-09-28,0.017731326969035184,0.07796300686274818,0.9043056661682166,0.9725034914468708,0.018667882464836298,0.00882862608829293,positive,negative,False,0.8865743391991814,-0.9636748653585778,4.2266197060331985
AMD,2023-09-28,2023-09-29,0.010293050448652207,0.8690180592356107,0.12068889031573712,0.09658787651402927,0.8493165595278737,0.05409556395809705,neutral,neutral,True,0.11039583986708491,-0.042492312555932214,0.09373075860622355
NVDA,2023-09-28,2023-09-29,0.04182399265444309,0.3237614200958028,0.6344145872497542,0.047868579626083374,0.25534936785697937,0.6967820525169373,positive,positive,True,0.5925905945953112,0.6489134728908539,0.011717766445387977
AMD,2023-09-29,2023-09-30,0.15083143564556348,0.5960691748878114,0.25309938946662514,0.02040018414930298,0.7297627642462842,0.24983705160441286,neutral,neutral,True,0.10226795382106166,0.22943686745510988,0.18441756356488428
NVDA,2023-09-29,2023-09-30,0.11328961446979013,0.5917862521457765,0.2949241333844334,0.011050545090829771,0.903652344035072,0.0852971108740982,neutral,neutral,True,0.18163451891464327,0.07424656578326844,0.3790515381139697
AMD,2023-10-02,2023-10-03,0.011744766636739606,0.3218289311409325,0.6664263022223279,0.26382660177802214,0.02106669117708937,0.7151067070448884,positive,positive,True,0.6546815355855883,0.4512801052668663,0.7938780067140593
NVDA,2023-10-02,2023-10-03,0.032541704645071355,0.046004606262021,0.9214536890929077,0.014888564459785565,0.7005573826618796,0.28455405287833485,positive,neutral,False,0.8889119844478364,0.26966548841854926,0.9829036379937537
AMD,2023-10-03,2023-10-04,0.00959563560623064,0.5426733640372079,0.4477310003565615,0.02271717998524599,0.9396871259284936,0.037595694086260394,neutral,neutral,True,0.4381353647503309,0.014878514101014404,0.8029466974792313
NVDA,2023-10-03,2023-10-04,0.026745206611409538,0.644225036940536,0.32902975644805443,0.017320327589812334,0.9122821160575905,0.07039755635259715,neutral,neutral,True,0.3022845498366449,0.05307722876278481,0.294853934916947
AMD,2023-10-04,2023-10-05,0.01727886327802076,0.9127352322706509,0.06998590445132837,0.00903076579494834,0.4526988834432399,0.5382703507618117,neutral,positive,False,0.0527070411733076,0.5292395849668634,0.5084623651588946
NVDA,2023-10-04,2023-10-05,0.015449472001932144,0.03179971176087427,0.9527508162371936,0.013788718376767194,0.40509768038000504,0.5811136012432278,positive,positive,True,0.9373013442352615,0.5673248828664605,0.39188397091750177
AMD,2023-10-05,2023-10-06,0.013724135207654777,0.9385737121170122,0.047702152675333016,0.12597891219038843,0.02626473358777413,0.8477563542218375,neutral,positive,False,0.03397801746767824,0.7217774420314491,3.1887712777434922
NVDA,2023-10-05,2023-10-06,0.023278673462202505,0.03247909789795939,0.9442422286398381,0.025600377947099098,0.023482360383167124,0.9509172616697338,positive,positive,True,0.9209635551776356,0.9253168837226347,0.001669863869734457
